date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:39:16	104118/104118	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:12%20GMT	http://103.145.63.69:83/san-pham/yen-hat-chia-vi-nhat-phu-hop-nguoi-tieu-duong-va-muon-giam-can-thao-moc-xua-hu-70ml-41.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/yen-hat-chia-vi-nhat-phu-hop-nguoi-tieu-duong-va-muon-giam-can-thao-moc-xua-hu-70ml-41.html	(from http://103.145.63.69:83/tim-kiem)
19:39:18	104006/104006	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:14%20GMT	http://103.145.63.69:83/san-pham/yen-saffron-giup-dep-da-va-nang-cao-suc-khoe-thao-moc-xua-70ml-40.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/yen-saffron-giup-dep-da-va-nang-cao-suc-khoe-thao-moc-xua-70ml-40.html	(from http://103.145.63.69:83/tim-kiem)
19:39:20	103992/103992	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:16%20GMT	http://103.145.63.69:83/san-pham/yen-chung-dong-trung-ha-thao-thom-ngon-de-uong-bo-duongthao-moc-xua-70ml-39.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/yen-chung-dong-trung-ha-thao-thom-ngon-de-uong-bo-duongthao-moc-xua-70ml-39.html	(from http://103.145.63.69:83/tim-kiem)
19:39:22	104051/104051	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:18%20GMT	http://103.145.63.69:83/san-pham/yen-chung-nhan-sam-thom-ngon-bo-duong-30-yen-tuoi-thao-moc-xua-70ml-hu-38.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/yen-chung-nhan-sam-thom-ngon-bo-duong-30-yen-tuoi-thao-moc-xua-70ml-hu-38.html	(from http://103.145.63.69:83/tim-kiem)
19:39:24	102966/102966	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:20%20GMT	http://103.145.63.69:83/san-pham/muoi-ngam-chan-thao-duoc-giup-an-than-ngu-ngon-thao-moc-xua-500gr-37.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/muoi-ngam-chan-thao-duoc-giup-an-than-ngu-ngon-thao-moc-xua-500gr-37.html	(from http://103.145.63.69:83/tim-kiem)
19:39:26	91414/91414	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:22%20GMT	http://103.145.63.69:83/san-pham/bot-can-tay-say-lanh-giup-dep-dang-sang-da-va-tang-cuong-suc-khoe-thao-moc-xua-500gr-36.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/bot-can-tay-say-lanh-giup-dep-dang-sang-da-va-tang-cuong-suc-khoe-thao-moc-xua-500gr-36.html	(from http://103.145.63.69:83/tim-kiem)
19:39:28	103056/103056	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:24%20GMT	http://103.145.63.69:83/san-pham/tra-hoa-nhai-ngu-vi-giup-giam-met-moi-da-hong-hao-min-mang-thao-moc-xua-hop-15-goi-35.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/tra-hoa-nhai-ngu-vi-giup-giam-met-moi-da-hong-hao-min-mang-thao-moc-xua-hop-15-goi-35.html	(from http://103.145.63.69:83/tim-kiem)
19:39:30	103055/103055	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:26%20GMT	http://103.145.63.69:83/san-pham/tra-cam-que-giup-giu-am-co-the-va-tinh-than-thoai-mai-thao-moc-xua-hop-15-va-30-goi-34.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/tra-cam-que-giup-giu-am-co-the-va-tinh-than-thoai-mai-thao-moc-xua-hop-15-va-30-goi-34.html	(from http://103.145.63.69:83/tim-kiem)
19:39:32	103436/103436	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:28%20GMT	http://103.145.63.69:83/san-pham/tra-dong-trung-ngu-vi-ho-tro-ngu-ngon-va-tang-cuong-suc-khoe-thao-moc-xua-hop-15-goi-33.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/tra-dong-trung-ngu-vi-ho-tro-ngu-ngon-va-tang-cuong-suc-khoe-thao-moc-xua-hop-15-goi-33.html	(from http://103.145.63.69:83/tim-kiem)
19:39:34	115662/115662	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:30%20GMT	http://103.145.63.69:83/tim-kiem?page=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/tim-kiem4658.html	(from http://103.145.63.69:83/tim-kiem)
19:39:36	115946/115946	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:32%20GMT	http://103.145.63.69:83/tim-kiem?page=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/tim-kiem9ba9.html	(from http://103.145.63.69:83/tim-kiem)
19:39:38	108213/108213	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:34%20GMT	http://103.145.63.69:83/tim-kiem?page=4	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/tim-kiemfdb0.html	(from http://103.145.63.69:83/tim-kiem)
19:39:40	90579/90579	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:36%20GMT	http://103.145.63.69:83/san-pham/san-pham-mau-1?sort=1	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/san-pham-mau-1fda1.html	(from http://103.145.63.69:83/san-pham/san-pham-mau-1)
19:39:42	90579/90579	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:38%20GMT	http://103.145.63.69:83/san-pham/san-pham-mau-1?sort=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/san-pham-mau-1a1a1.html	(from http://103.145.63.69:83/san-pham/san-pham-mau-1)
19:39:44	90569/90569	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:40%20GMT	http://103.145.63.69:83/san-pham/san-pham-mau-1?sort=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/san-pham-mau-13f03.html	(from http://103.145.63.69:83/san-pham/san-pham-mau-1)
19:39:46	90583/90583	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:42%20GMT	http://103.145.63.69:83/san-pham/danh-muc-mau-2-3?sort=1	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/danh-muc-mau-2-3fda1.html	(from http://103.145.63.69:83/san-pham/danh-muc-mau-2-3)
19:39:48	90583/90583	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:44%20GMT	http://103.145.63.69:83/san-pham/danh-muc-mau-2-3?sort=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/danh-muc-mau-2-3a1a1.html	(from http://103.145.63.69:83/san-pham/danh-muc-mau-2-3)
19:39:50	17124/17124	---M--	200	added ('OK')	text/css	etag:%2242e4-5e31d8c23db1e%22	http://103.145.63.69:83/assets/lightgallery/css/lightgallery.min.css	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/assets/lightgallery/css/lightgallery.min.css	(from http://103.145.63.69:83/san-pham/tay-da-chet-da-dau-thao-moc-giup-sach-mang-gau-va-thong-thoang-chan-toc-thao-moc-xua-300gr-2.html)
19:39:50	90573/90573	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:46%20GMT	http://103.145.63.69:83/san-pham/danh-muc-mau-2-3?sort=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/danh-muc-mau-2-33f03.html	(from http://103.145.63.69:83/san-pham/danh-muc-mau-2-3)
19:39:52	5534/5534	---M--	200	added ('OK')	text/css	etag:%22159e-5e31d8c23df06%22	http://103.145.63.69:83/assets/lightslider/css/lightslider.min.css	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/assets/lightslider/css/lightslider.min.css	(from http://103.145.63.69:83/san-pham/tay-da-chet-da-dau-thao-moc-giup-sach-mang-gau-va-thong-thoang-chan-toc-thao-moc-xua-300gr-2.html)
19:40:00	101111/101111	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:39:54%20GMT	http://103.145.63.69:83/san-pham/dau-xa-buoi-non-giup-phuc-hoi-kho-xo-hu-ton-va-duong-toc-mem-muot-ong-a-thao-moc-xua-500ml-7.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/dau-xa-buoi-non-giup-phuc-hoi-kho-xo-hu-ton-va-duong-toc-mem-muot-ong-a-thao-moc-xua-500ml-7.html	(from http://103.145.63.69:83/san-pham/tay-da-chet-da-dau-thao-moc-giup-sach-mang-gau-va-thong-thoang-chan-toc-thao-moc-xua-300gr-2.html)
19:40:02	16023/16023	---M--	200	added ('OK')	application/javascript	etag:%223e97-5e31d8c23df06%22	http://103.145.63.69:83/assets/lightslider/js/lightslider.min.js	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/assets/lightslider/js/lightslider.min.js	(from http://103.145.63.69:83/san-pham/tay-da-chet-da-dau-thao-moc-giup-sach-mang-gau-va-thong-thoang-chan-toc-thao-moc-xua-300gr-2.html)
19:40:41	225239/225239	---M--	200	added ('OK')	image/png	etag:%2236fd7-5e15ffd498772%22	http://103.145.63.69:83/uploads/files/acab5e4425217376c546de7fb2cdad16.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/acab5e4425217376c546de7fb2cdad16.png	(from http://103.145.63.69:83/san-pham/dau-goi-bo-ket-thao-duoc-giam-rung-toc-va-ngan-ngua-gau-thao-moc-xua-500ml-3.html)
19:40:52	295938/295938	---M--	200	added ('OK')	image/png	etag:%2248402-5e15ffd49809e%22	http://103.145.63.69:83/uploads/files/8b4b65e89cb42dd901dda8c8ff0c3778.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/8b4b65e89cb42dd901dda8c8ff0c3778.png	(from http://103.145.63.69:83/san-pham/dau-goi-bo-ket-thao-duoc-giam-rung-toc-va-ngan-ngua-gau-thao-moc-xua-500ml-3.html)
19:41:05	403462/403462	---M--	200	added ('OK')	image/png	etag:%2262806-5e15ff8d970c1%22	http://103.145.63.69:83/uploads/files/ea635d58403df39b42fc3908b6c03058.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/ea635d58403df39b42fc3908b6c03058.png	(from http://103.145.63.69:83/san-pham/tay-da-chet-da-dau-thao-moc-giup-sach-mang-gau-va-thong-thoang-chan-toc-thao-moc-xua-300gr-2.html)
19:41:22	225239/225239	---M--	200	added ('OK')	image/png	etag:%2236fd7-5e15ffffe9469%22	http://103.145.63.69:83/uploads/files/d75c9d964703fd2b5deae605b73a1a78.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/d75c9d964703fd2b5deae605b73a1a78.png	(from http://103.145.63.69:83/san-pham/tinh-dau-kich-thich-moc-toc-con-huong-nhu-vo-buoi-thao-moc-xua-100ml-4.html)
19:41:41	195505/195505	---M--	200	added ('OK')	image/png	etag:%222fbb1-5e16002104300%22	http://103.145.63.69:83/uploads/files/9e848c1b28431700ba08b9be463b7fdc.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/9e848c1b28431700ba08b9be463b7fdc.png	(from http://103.145.63.69:83/san-pham/dau-goi-phu-bac-giup-toc-den-ngay-lan-goi-dau-tien-thao-moc-xua-200ml-5.html)
19:42:09	442576/442576	---M--	200	added ('OK')	image/png	etag:%226c0d0-5e15ffffe9bb7%22	http://103.145.63.69:83/uploads/files/e1e25164d213463915ba38e635c7e2ff.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/e1e25164d213463915ba38e635c7e2ff.png	(from http://103.145.63.69:83/san-pham/tinh-dau-kich-thich-moc-toc-con-huong-nhu-vo-buoi-thao-moc-xua-100ml-4.html)
19:42:14	96803/96803	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:42:09%20GMT	http://103.145.63.69:83/san-pham/combo-duoc-yeu-thich-nhat-5?sort=1	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/combo-duoc-yeu-thich-nhat-5fda1.html	(from http://103.145.63.69:83/san-pham/combo-duoc-yeu-thich-nhat-5)
19:42:20	96803/96803	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:42:14%20GMT	http://103.145.63.69:83/san-pham/combo-duoc-yeu-thich-nhat-5?sort=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/combo-duoc-yeu-thich-nhat-5a1a1.html	(from http://103.145.63.69:83/san-pham/combo-duoc-yeu-thich-nhat-5)
19:42:25	96793/96793	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:42:20%20GMT	http://103.145.63.69:83/san-pham/combo-duoc-yeu-thich-nhat-5?sort=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/combo-duoc-yeu-thich-nhat-53f03.html	(from http://103.145.63.69:83/san-pham/combo-duoc-yeu-thich-nhat-5)
19:42:34	403462/403462	---M--	200	added ('OK')	image/png	etag:%2262806-5e160021051a4%22	http://103.145.63.69:83/uploads/files/d732d464f3c92dbdee411f82e7ce5935.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/d732d464f3c92dbdee411f82e7ce5935.png	(from http://103.145.63.69:83/san-pham/dau-goi-phu-bac-giup-toc-den-ngay-lan-goi-dau-tien-thao-moc-xua-200ml-5.html)
19:45:29	2688671/2688671	---M--	200	added ('OK')	image/png	etag:%2229069f-5e31d8c23bbdd%22	http://103.145.63.69:83/assets/images/bg-home.png	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/assets/images/bg-home.png	(from http://103.145.63.69:83/assets/css/custom.css)
19:45:48	1442023/1442023	---M--	200	added ('OK')	image/jpeg	etag:%221600e7-5e30aa7d51cdd%22	http://103.145.63.69:83/uploads/files/2dc8a356dfefc820e4e56aa302a2e192.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/2dc8a356dfefc820e4e56aa302a2e192.jpg	(from http://103.145.63.69:83/san-pham/dau-goi-sam-gung-thao-moc-giup-sach-gau-ngua-co-dia-va-ho-tro-ngan-ngua-hoi-dau-thao-moc-xua-500ml-6.html)
19:45:52	104459/104459	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:45:48%20GMT	http://103.145.63.69:83/san-pham/cham-soc-da-mat-6?sort=1	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/cham-soc-da-mat-6fda1.html	(from http://103.145.63.69:83/san-pham/cham-soc-da-mat-6)
19:45:54	1210349/1210349	---M--	200	added ('OK')	image/jpeg	etag:%221277ed-5e30ab99b8939%22	http://103.145.63.69:83/uploads/files/261a04654575fd43c9dcef9f44dda8d8.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/261a04654575fd43c9dcef9f44dda8d8.jpg	(from http://103.145.63.69:83/san-pham/combo-giup-toc-giam-gay-rung-va-mem-muot-gom-goi-bo-ket-xa-buoi-non-thao-moc-xua-9.html)
19:45:54	1161408/1161408	---M--	200	added ('OK')	image/jpeg	etag:%2211b8c0-5e30ac0c77dfb%22	http://103.145.63.69:83/uploads/files/aadb41a9aadfa1ddf0e399983731e7ac.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/aadb41a9aadfa1ddf0e399983731e7ac.jpg	(from http://103.145.63.69:83/san-pham/combo-giup-toc-moc-nhanh-nhieu-va-day-gom-goi-bo-ket-tinh-dau-buoi-huong-nhu-thao-moc-xua-10.html)
19:45:56	104459/104459	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:45:52%20GMT	http://103.145.63.69:83/san-pham/cham-soc-da-mat-6?sort=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/cham-soc-da-mat-6a1a1.html	(from http://103.145.63.69:83/san-pham/cham-soc-da-mat-6)
19:45:58	104449/104449	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:45:54%20GMT	http://103.145.63.69:83/san-pham/cham-soc-da-mat-6?sort=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/cham-soc-da-mat-63f03.html	(from http://103.145.63.69:83/san-pham/cham-soc-da-mat-6)
19:46:00	102992/102992	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:45:56%20GMT	http://103.145.63.69:83/san-pham/tay-te-bao-chet-cam-thao-giup-da-sach-sau-mem-min-va-sang-da-thao-moc-xua-100gr-18.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/tay-te-bao-chet-cam-thao-giup-da-sach-sau-mem-min-va-sang-da-thao-moc-xua-100gr-18.html	(from http://103.145.63.69:83/san-pham/cham-soc-da-mat-6)
19:49:12	1344920/1344920	---M--	200	added ('OK')	image/jpeg	etag:%22148598-5e30ac9a62c00%22	http://103.145.63.69:83/uploads/files/adeb521e51f4a1417c368426955a39c1.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/adeb521e51f4a1417c368426955a39c1.jpg	(from http://103.145.63.69:83/san-pham/combo-giup-toc-het-gay-rung-va-kich-thich-toc-con-moc-nhanh-day-dai-gom-goi-bo-ket-xa-xit-thao-moc-xua-11.html)
19:49:36	139438/139438	---M--	200	added ('OK')	image/jpeg	etag:%22220ae-5e30ae8d320cb%22	http://103.145.63.69:83/uploads/files/32e5d2ca6151ffe337d806b80e86c56a.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/32e5d2ca6151ffe337d806b80e86c56a.jpg	(from http://103.145.63.69:83/san-pham/dau-tay-trang-hoa-hong-giup-da-sach-sau-va-am-muot-thao-moc-xua-150ml-15.html)
19:49:44	1332828/1332828	---M--	200	added ('OK')	image/jpeg	etag:%2214565c-5e30ad633b1a5%22	http://103.145.63.69:83/uploads/files/37b2785675d364e760b7bb6bbb2b4b16.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/37b2785675d364e760b7bb6bbb2b4b16.jpg	(from http://103.145.63.69:83/san-pham/sua-rua-mat-bo-nghe-giup-lam-sach-da-va-ho-tro-giam-mun-tham-lanh-tinh-va-diu-nhe-thao-moc-xua-150ml-13.html)
19:49:44	1321148/1321148	---M--	200	added ('OK')	image/jpeg	etag:%221428bc-5e30ae306fe9b%22	http://103.145.63.69:83/uploads/files/7d90a18bd53e194d179e158da165b11b.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/7d90a18bd53e194d179e158da165b11b.jpg	(from http://103.145.63.69:83/san-pham/toner-hoa-sen-giup-giam-dau-thua-va-mun-an-thao-moc-xua-100ml-14.html)
19:49:44	1345472/1345472	---M--	200	added ('OK')	image/jpeg	etag:%221487c0-5e30ad2b8173c%22	http://103.145.63.69:83/uploads/files/a2bd74fcd42cccbf855c04ce2f5417e1.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/a2bd74fcd42cccbf855c04ce2f5417e1.jpg	(from http://103.145.63.69:83/san-pham/serum-nghe-nhan-sam-giup-da-cang-bong-trang-hong-va-ho-tro-ngan-ngua-lao-hoa-thao-moc-xua-20ml-12.html)
19:49:52	112761/112761	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:49:46%20GMT	http://103.145.63.69:83/san-pham/cham-soc-co-the-7?sort=1	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/cham-soc-co-the-7fda1.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:49:54	112761/112761	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:49:48%20GMT	http://103.145.63.69:83/san-pham/cham-soc-co-the-7?sort=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/cham-soc-co-the-7a1a1.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:49:56	112751/112751	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:49:52%20GMT	http://103.145.63.69:83/san-pham/cham-soc-co-the-7?sort=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/cham-soc-co-the-73f03.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:49:58	103901/103901	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:49:54%20GMT	http://103.145.63.69:83/san-pham/kem-sua-nghe-giup-duong-trang-da-toan-than-va-mem-muot-thao-moc-xua-150gr-27.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/kem-sua-nghe-giup-duong-trang-da-toan-than-va-mem-muot-thao-moc-xua-150gr-27.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:50:00	103881/103881	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:49:56%20GMT	http://103.145.63.69:83/san-pham/kem-tan-mo-gup-giam-mo-va-san-chac-da-tu-gung-nghe-que-hoi-thao-moc-xua-150gr-26.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/kem-tan-mo-gup-giam-mo-va-san-chac-da-tu-gung-nghe-que-hoi-thao-moc-xua-150gr-26.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:50:02	103234/103234	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:49:58%20GMT	http://103.145.63.69:83/san-pham/xa-bong-nghe-mat-ong-giup-lam-sach-sau-da-trang-sang-va-mo-tham-seo-thao-moc-xua-100gr-25.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/xa-bong-nghe-mat-ong-giup-lam-sach-sau-da-trang-sang-va-mo-tham-seo-thao-moc-xua-100gr-25.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:50:04	103583/103583	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:50:00%20GMT	http://103.145.63.69:83/san-pham/xa-bong-muop-dang-giup-giam-mun-lung-va-lam-mem-da-thao-moc-xua100gr-24.html	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/xa-bong-muop-dang-giup-giam-mun-lung-va-lam-mem-da-thao-moc-xua100gr-24.html	(from http://103.145.63.69:83/san-pham/cham-soc-co-the-7)
19:53:15	1306977/1306977	---M--	200	added ('OK')	image/jpeg	etag:%2213f161-5e30af2c03598%22	http://103.145.63.69:83/uploads/files/c47dd95887e500112a80ce29b077c259.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/c47dd95887e500112a80ce29b077c259.jpg	(from http://103.145.63.69:83/san-pham/mat-na-diep-ca-giup-giam-mun-cap-am-chuyen-sau-va-dieu-tiet-dau-nhon-thao-moc-xua-50gr-16.html)
19:53:42	1401044/1401044	---M--	200	added ('OK')	image/jpeg	etag:%221560d4-5e30b06dae2db%22	http://103.145.63.69:83/uploads/files/1710d7188d03bfa0e66bd7a4da48c7d9.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/1710d7188d03bfa0e66bd7a4da48c7d9.jpg	(from http://103.145.63.69:83/san-pham/mat-na-cao-tinh-nghe-giup-mo-tham-nam-va-duong-trang-da-thao-moc-xua-50gr-17.html)
19:53:55	1371425/1371425	---M--	200	added ('OK')	image/jpeg	etag:%2214ed21-5e30b12684229%22	http://103.145.63.69:83/uploads/files/9491e858e3401579c0def7172e7676e2.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/9491e858e3401579c0def7172e7676e2.jpg	(from http://103.145.63.69:83/san-pham/dung-dich-ve-sinh-thao-moc-giup-lam-sach-sau-ngua-viem-nhiem-va-sang-hong-thao-moc-xua-150ml-19.html)
19:54:03	1406671/1406671	---M--	200	added ('OK')	image/jpeg	etag:%221576cf-5e30b17336efb%22	http://103.145.63.69:83/uploads/files/4527f5de6eda0749b725e66c2b58a8b2.jpg	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/uploads/files/4527f5de6eda0749b725e66c2b58a8b2.jpg	(from http://103.145.63.69:83/san-pham/cot-gung-tram-toi-giup-phong-cam-lanh-va-giam-dau-nhuc-thao-moc-xua-500ml-20.html)
19:54:07	90599/90599	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:54:03%20GMT	http://103.145.63.69:83/san-pham/thao-moc-xua-healthcare-8?sort=1	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/thao-moc-xua-healthcare-8fda1.html	(from http://103.145.63.69:83/san-pham/thao-moc-xua-healthcare-8)
19:54:11	90599/90599	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:54:07%20GMT	http://103.145.63.69:83/san-pham/thao-moc-xua-healthcare-8?sort=2	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/thao-moc-xua-healthcare-8a1a1.html	(from http://103.145.63.69:83/san-pham/thao-moc-xua-healthcare-8)
19:54:15	90589/90589	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:54:11%20GMT	http://103.145.63.69:83/san-pham/thao-moc-xua-healthcare-8?sort=3	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/san-pham/thao-moc-xua-healthcare-83f03.html	(from http://103.145.63.69:83/san-pham/thao-moc-xua-healthcare-8)
19:54:19	89264/89264	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202022%2012:54:15%20GMT	http://103.145.63.69:83/bai-viet/meo-hay-cham-toc-14	/Users/macone/Desktop/thaomocxua-1/mocthaoxua_render/103.145.63.69_83/bai-viet/meo-hay-cham-toc-14.html	(from http://103.145.63.69:83/bai-viet/tham-gia-thu-thach-moc-1000-soi-toc-cung-tinh-dau-buoi-huong-nhu-1.html)
